"region","species","year","spawners","spawners_short_trend","spawners_long_trend","total_return","total_return_short_trend","total_return_long_trend"
"Haida Gwaii","Chum",1962,-14,NA,47.7,NA,NA,NA
"Haida Gwaii","Chum",1963,-8.1,NA,45.4,NA,NA,NA
"Haida Gwaii","Chum",1964,38,NA,43,NA,NA,NA
"Haida Gwaii","Chum",1965,57.9,NA,40.7,NA,NA,NA
"Haida Gwaii","Chum",1966,78.9,NA,38.4,NA,NA,NA
"Haida Gwaii","Chum",1967,80.7,NA,36.2,NA,NA,NA
"Haida Gwaii","Chum",1968,85.7,NA,34,NA,NA,NA
"Haida Gwaii","Chum",1969,59.6,NA,31.8,NA,NA,NA
"Haida Gwaii","Chum",1970,45.1,NA,29.7,NA,NA,NA
"Haida Gwaii","Chum",1971,29.2,NA,27.6,NA,NA,NA
"Haida Gwaii","Chum",1972,16.6,NA,25.6,NA,NA,NA
"Haida Gwaii","Chum",1973,7.5,NA,23.5,NA,NA,NA
"Haida Gwaii","Chum",1974,0.2,NA,21.6,NA,NA,NA
"Haida Gwaii","Chum",1975,-14,NA,19.6,NA,NA,NA
"Haida Gwaii","Chum",1976,-20.5,NA,17.7,NA,NA,NA
"Haida Gwaii","Chum",1977,-18.6,NA,15.8,NA,NA,NA
"Haida Gwaii","Chum",1978,-17.8,NA,13.9,NA,NA,NA
"Haida Gwaii","Chum",1979,-27.7,NA,12.1,NA,NA,NA
"Haida Gwaii","Chum",1980,-19.4,NA,10.3,NA,NA,NA
"Haida Gwaii","Chum",1981,-18.1,NA,8.5,NA,NA,NA
"Haida Gwaii","Chum",1982,-14.7,NA,6.7,NA,NA,NA
"Haida Gwaii","Chum",1983,-20,NA,5,NA,NA,NA
"Haida Gwaii","Chum",1984,0.9,NA,3.3,NA,NA,NA
"Haida Gwaii","Chum",1985,14.1,NA,1.6,NA,NA,NA
"Haida Gwaii","Chum",1986,27,NA,0,NA,NA,NA
"Haida Gwaii","Chum",1987,33.1,NA,-1.6,NA,NA,NA
"Haida Gwaii","Chum",1988,45.3,NA,-3.2,NA,NA,NA
"Haida Gwaii","Chum",1989,40.6,NA,-4.8,NA,NA,NA
"Haida Gwaii","Chum",1990,34.1,NA,-6.3,NA,NA,NA
"Haida Gwaii","Chum",1991,25.6,NA,-7.8,NA,NA,NA
"Haida Gwaii","Chum",1992,7.6,NA,-9.3,NA,NA,NA
"Haida Gwaii","Chum",1993,5.3,NA,-10.8,NA,NA,NA
"Haida Gwaii","Chum",1994,1.5,NA,-12.2,NA,NA,NA
"Haida Gwaii","Chum",1995,-4.9,NA,-13.6,NA,NA,NA
"Haida Gwaii","Chum",1996,-6.9,NA,-15,NA,NA,NA
"Haida Gwaii","Chum",1997,-2.1,NA,-16.4,NA,NA,NA
"Haida Gwaii","Chum",1998,2.9,NA,-17.7,NA,NA,NA
"Haida Gwaii","Chum",1999,11.4,NA,-19.1,NA,NA,NA
"Haida Gwaii","Chum",2000,12.2,NA,-20.4,NA,NA,NA
"Haida Gwaii","Chum",2001,9.2,NA,-21.6,NA,NA,NA
"Haida Gwaii","Chum",2002,6.1,NA,-22.9,NA,NA,NA
"Haida Gwaii","Chum",2003,-3.3,NA,-24.2,NA,NA,NA
"Haida Gwaii","Chum",2004,-11.8,NA,-25.4,NA,NA,NA
"Haida Gwaii","Chum",2005,-13.9,NA,-26.6,NA,NA,NA
"Haida Gwaii","Chum",2006,-15.5,NA,-27.8,NA,NA,NA
"Haida Gwaii","Chum",2007,-27.9,NA,-28.9,NA,NA,NA
"Haida Gwaii","Chum",2008,-31.6,-19.8,-30.1,NA,NA,NA
"Haida Gwaii","Chum",2009,-31.8,-23.9,-31.2,NA,NA,NA
"Haida Gwaii","Chum",2010,-35,-27.9,-32.3,NA,NA,NA
"Haida Gwaii","Chum",2011,-37.7,-31.6,-33.4,NA,NA,NA
"Haida Gwaii","Chum",2012,-24.8,-35.1,-34.5,NA,NA,NA
"Haida Gwaii","Chum",2013,-30,-38.5,-35.5,NA,NA,NA
"Haida Gwaii","Chum",2014,-38.3,-41.7,-36.6,NA,NA,NA
"Haida Gwaii","Chum",2015,-37.3,-44.7,-37.6,NA,NA,NA
"Haida Gwaii","Chum",2016,-40.7,-47.6,-38.6,NA,NA,NA
"Haida Gwaii","Chum",2017,-47.2,-50.3,-39.6,NA,NA,NA
"Haida Gwaii","Chum",2018,-43,-52.8,-40.6,NA,NA,NA
"Haida Gwaii","Chum",2019,-43.9,-55.3,-41.5,NA,NA,NA
"Haida Gwaii","Chum",2020,-61.7,-57.6,-42.5,NA,NA,NA
"Haida Gwaii","Chum",2021,-70.3,-59.8,-43.4,NA,NA,NA
"Haida Gwaii","Chum",2022,-68.4,-61.9,-44.3,NA,NA,NA
"Haida Gwaii","Coho",1950,-23.4,NA,44.6,NA,NA,NA
"Haida Gwaii","Coho",1951,106.4,NA,43.1,NA,NA,NA
"Haida Gwaii","Coho",1952,81.2,NA,41.6,NA,NA,NA
"Haida Gwaii","Coho",1953,32.7,NA,40.2,NA,NA,NA
"Haida Gwaii","Coho",1954,63.9,NA,38.8,NA,NA,NA
"Haida Gwaii","Coho",1955,11.7,NA,37.4,NA,NA,NA
"Haida Gwaii","Coho",1956,8.4,NA,36,NA,NA,NA
"Haida Gwaii","Coho",1957,33.2,NA,34.6,NA,NA,NA
"Haida Gwaii","Coho",1958,20.9,NA,33.2,NA,NA,NA
"Haida Gwaii","Coho",1959,-10.7,NA,31.8,NA,NA,NA
"Haida Gwaii","Coho",1960,-4,NA,30.5,NA,NA,NA
"Haida Gwaii","Coho",1961,30.4,NA,29.2,NA,NA,NA
"Haida Gwaii","Coho",1962,25.7,NA,27.9,NA,NA,NA
"Haida Gwaii","Coho",1963,78.7,NA,26.6,NA,NA,NA
"Haida Gwaii","Coho",1964,130.8,NA,25.3,NA,NA,NA
"Haida Gwaii","Coho",1965,92.4,NA,24,NA,NA,NA
"Haida Gwaii","Coho",1966,137.4,NA,22.7,NA,NA,NA
"Haida Gwaii","Coho",1967,151.7,NA,21.5,NA,NA,NA
"Haida Gwaii","Coho",1968,76.2,NA,20.2,NA,NA,NA
"Haida Gwaii","Coho",1969,66,NA,19,NA,NA,NA
"Haida Gwaii","Coho",1970,69.5,NA,17.8,NA,NA,NA
"Haida Gwaii","Coho",1971,39.3,NA,16.6,NA,NA,NA
"Haida Gwaii","Coho",1972,55.5,NA,15.4,NA,NA,NA
"Haida Gwaii","Coho",1973,40.2,NA,14.2,NA,NA,NA
"Haida Gwaii","Coho",1974,7.9,NA,13.1,NA,NA,NA
"Haida Gwaii","Coho",1975,23.8,NA,11.9,NA,NA,NA
"Haida Gwaii","Coho",1976,13.3,NA,10.8,NA,NA,NA
"Haida Gwaii","Coho",1977,3.8,NA,9.7,NA,NA,NA
"Haida Gwaii","Coho",1978,14.7,NA,8.5,NA,NA,NA
"Haida Gwaii","Coho",1979,2,NA,7.4,NA,NA,NA
"Haida Gwaii","Coho",1980,-9.2,NA,6.3,NA,NA,NA
"Haida Gwaii","Coho",1981,-6.1,NA,5.3,NA,NA,NA
"Haida Gwaii","Coho",1982,-19.7,NA,4.2,NA,NA,NA
"Haida Gwaii","Coho",1983,-24.7,NA,3.1,NA,NA,NA
"Haida Gwaii","Coho",1984,-27.4,NA,2.1,NA,NA,NA
"Haida Gwaii","Coho",1985,-25.9,NA,1,NA,NA,NA
"Haida Gwaii","Coho",1986,-31.8,NA,0,NA,NA,NA
"Haida Gwaii","Coho",1987,-34.4,NA,-1,NA,NA,NA
"Haida Gwaii","Coho",1988,-32,NA,-2,NA,NA,NA
"Haida Gwaii","Coho",1989,-40.2,NA,-3,NA,NA,NA
"Haida Gwaii","Coho",1990,-45.2,NA,-4,NA,NA,NA
"Haida Gwaii","Coho",1991,-45.2,NA,-5,NA,NA,NA
"Haida Gwaii","Coho",1992,-43.8,NA,-6,NA,NA,NA
"Haida Gwaii","Coho",1993,-45.2,NA,-6.9,NA,NA,NA
"Haida Gwaii","Coho",1994,-26.8,NA,-7.9,NA,NA,NA
"Haida Gwaii","Coho",1995,-36.2,NA,-8.8,NA,NA,NA
"Haida Gwaii","Coho",1996,-44,NA,-9.7,NA,NA,NA
"Haida Gwaii","Coho",1997,-47.4,NA,-10.7,NA,NA,NA
"Haida Gwaii","Coho",1998,-48.5,NA,-11.6,NA,NA,NA
"Haida Gwaii","Coho",1999,-32.8,NA,-12.5,NA,NA,NA
"Haida Gwaii","Coho",2000,-19.3,NA,-13.4,NA,NA,NA
"Haida Gwaii","Coho",2001,9.1,NA,-14.2,NA,NA,NA
"Haida Gwaii","Coho",2002,21.5,NA,-15.1,NA,NA,NA
"Haida Gwaii","Coho",2003,27.6,NA,-16,NA,NA,NA
"Haida Gwaii","Coho",2004,25.2,NA,-16.8,NA,NA,NA
"Haida Gwaii","Coho",2005,14.3,NA,-17.7,NA,NA,NA
"Haida Gwaii","Coho",2006,7.1,NA,-18.5,NA,NA,NA
"Haida Gwaii","Coho",2007,2.8,NA,-19.3,NA,NA,NA
"Haida Gwaii","Coho",2008,-9.5,NA,-20.2,NA,NA,NA
"Haida Gwaii","Coho",2009,5.1,NA,-21,NA,NA,NA
"Haida Gwaii","Coho",2010,0.1,NA,-21.8,NA,NA,NA
"Haida Gwaii","Coho",2011,1.8,28.6,-22.6,NA,NA,NA
"Haida Gwaii","Coho",2012,8.6,18.6,-23.4,NA,NA,NA
"Haida Gwaii","Coho",2013,-6.3,9.4,-24.2,NA,NA,NA
"Haida Gwaii","Coho",2014,-7.4,0.9,-24.9,NA,NA,NA
"Haida Gwaii","Coho",2015,-0.3,-7,-25.7,NA,NA,NA
